118.1, DistDow,118.71, DistUp,189.9,,,,,,,,
, DistFront, 59.27, DistDow, 60.49, DistUp, 298.95
, DistFront, 59.30, DistDow, 60.53, DistUp, 3.67
, DistFront, 59.03, DistDow, 61.05, DistUp, 298.18
, DistFront, 59.32, DistDow, 60.54, DistUp, 3487.74
, DistFront, 49.27, DistDow, 60.49, DistUp, 3503.47
, DistFront, 48.47, DistDow, 60.49, DistUp, 3524.78
, DistFront, 49.20, DistDow, 61.17, DistUp, 157.89
, DistFront, 58.95, DistDow, 60.14, DistUp, 297.55
, DistFront, 58.96, DistDow, 60.20, DistUp, 295.43
, DistFrontMean, 58.84, DistDowMean, 60.05, DistUpMean, 297.91
, DistFront, 58.81, DistDow, 60.03, DistUp, 296.24
, DistFront, 58.78, DistDow, 59.98, DistUp, 296.56
, DistFront, 58.83, DistDow, 59.66, DistUp, 295.73
, DistFront, 58.83, DistDow, 60.46, DistUp, 297.81
, DistFront, 59.12, DistDow, 59.90, DistUp, 304.40
, DistFront, 58.67, DistDow, 59.88, DistUp, 300.32
, DistFront, 58.76, DistDow, 59.98, DistUp, 295.75
, DistFront, 58.67, DistDow, 59.88, DistUp, 302.77
, DistFront, 58.78, DistDow, 60.39, DistUp, 301.56
, DistFront, 58.76, DistDow, 59.88, DistUp, 3534.68
, DistFront, 48.67, DistDow, 59.95, DistUp, 3505.17
, DistFront, 47.96, DistDow, 59.98, DistUp, 3521.85
, DistFront, 48.11, DistDow, 60.20, DistUp, 294.97
, DistFront, 58.98, DistDow, 60.61, DistUp, 3.78
, DistFront, 58.91, DistDow, 60.54, DistUp, 297.06
, DistFront, 59.06, DistDow, 60.75, DistUp, 3551.46
, DistFront, 48.33, DistDow, 60.39, DistUp, 295.46
, DistFront, 59.10, DistDow, 61.17, DistUp, 3.78
, DistFront, 59.00, DistDow, 60.63, DistUp, 3.78
, DistFront, 58.84, DistDow, 60.53, DistUp, 3.78
, DistFrontMean, 58.84, DistDowMean, 60.37, DistUpMean, 295.26
, DistFront, 58.81, DistDow, 60.49, DistUp, 295.70
, DistFront, 58.78, DistDow, 60.34, DistUp, 3517.82
, DistFront, 47.57, DistDow, 59.90, DistUp, 3523.55
, DistFront, 47.48, DistDow, 60.70, DistUp, 160.37
, DistFront, 58.96, DistDow, 60.19, DistUp, 3.78
, DistFront, 58.71, DistDow, 60.27, DistUp, 3.67
, DistFront, 58.84, DistDow, 60.54, DistUp, 3.78
, DistFront, 59.03, DistDow, 60.68, DistUp, 3.78
, DistFront, 59.23, DistDow, 60.46, DistUp, 3.78
, DistFront, 59.27, DistDow, 61.38, DistUp, 3.78
, DistFront, 59.39, DistDow, 60.63, DistUp, 3.78
, DistFront, 59.30, DistDow, 60.92, DistUp, 3.78
, DistFront, 59.13, DistDow, 60.77, DistUp, 3.78
, DistFront, 59.63, DistDow, 60.41, DistUp, 3.78
, DistFront, 59.63, DistDow, 60.41, DistUp, 3.67
, DistFront, 59.39, DistDow, 61.02, DistUp, 3.78
, DistFront, 59.42, DistDow, 60.63, DistUp, 3.78
, DistFront, 59.39, DistDow, 60.54, DistUp, 3.78
, DistFront, 59.30, DistDow, 60.46, DistUp, 3.78
, DistFront, 59.25, DistDow, 60.02, DistUp, 3.67
, DistFrontMean, 59.25, DistDowMean, 60.02, DistUpMean, 3552.11
, DistFront, 59.23, DistDow, 60.14, DistUp, 3.78
, DistFront, 59.34, DistDow, 60.53, DistUp, 3.78
, DistFront, 59.30, DistDow, 60.46, DistUp, 3.78
, DistFront, 59.23, DistDow, 60.07, DistUp, 3.78
, DistFront, 59.18, DistDow, 60.73, DistUp, 3.78
, DistFront, 59.06, DistDow, 60.77, DistUp, 3.67
, DistFront, 59.59, DistDow, 60.83, DistUp, 3.78
, DistFront, 59.10, DistDow, 60.68, DistUp, 3.78
, DistFront, 59.06, DistDow, 60.31, DistUp, 299.20
, DistFront, 59.35, DistDow, 60.14, DistUp, 3518.32
, DistFront, 48.42, DistDow, 60.39, DistUp, 159.05
, DistFront, 58.49, DistDow, 59.69, DistUp, 3.78
, DistFront, 58.20, DistDow, 59.40, DistUp, 3.78
, DistFront, 57.93, DistDow, 59.17, DistUp, 3.78
, DistFront, 57.91, DistDow, 59.05, DistUp, 3.67
, DistFront, 57.96, DistDow, 59.23, DistUp, 3.78
, DistFront, 57.96, DistDow, 59.61, DistUp, 3.78
, DistFront, 57.98, DistDow, 59.63, DistUp, 295.92
, DistFront, 58.64, DistDow, 60.32, DistUp, 3.78
, DistFront, 58.81, DistDow, 59.66, DistUp, 3.78
, DistFrontMean, 58.40, DistDowMean, 60.10, DistUpMean, 299.97
, DistFront, 58.40, DistDow, 60.12, DistUp, 300.83
, DistFront, 58.40, DistDow, 60.07, DistUp, 3531.92
, DistFront, 47.82, DistDow, 59.90, DistUp, 294.98
, DistFront, 58.20, DistDow, 59.46, DistUp, 3.78
, DistFront, 57.93, DistDow, 59.20, DistUp, 3.78
, DistFront, 57.81, DistDow, 59.91, DistUp, 3.78
, DistFront, 57.60, DistDow, 58.84, DistUp, 3.78
, DistFront, 57.47, DistDow, 58.83, DistUp, 3.71
, DistFront, 57.87, DistDow, 58.76, DistUp, 3.78
, DistFront, 57.69, DistDow, 59.46, DistUp, 3.78
, DistFront, 58.33, DistDow, 59.20, DistUp, 3.78
, DistFront, 58.38, DistDow, 59.63, DistUp, 3543.18
, DistFront, 47.53, DistDow, 59.27, DistUp, 158.16
, DistFront, 58.59, DistDow, 60.26, DistUp, 3.78
, DistFront, 58.16, DistDow, 59.85, DistUp, 3.76
, DistFront, 58.13, DistDow, 59.85, DistUp, 3.67
, DistFront, 58.10, DistDow, 59.35, DistUp, 3.78
, DistFront, 58.20, DistDow, 59.35, DistUp, 3.67
, DistFront, 58.23, DistDow, 60.34, DistUp, 3522.74
, DistFront, 48.25, DistDow, 60.03, DistUp, 157.33
, DistFrontMean, 58.28, DistDowMean, 59.95, DistUpMean, 3512.84
, DistFront, 58.42, DistDow, 60.53, DistUp, 3.78
, DistFront, 58.32, DistDow, 60.39, DistUp, 296.84
, DistFront, 58.33, DistDow, 59.97, DistUp, 3.78
, DistFront, 58.54, DistDow, 60.20, DistUp, 3.78
, DistFront, 58.45, DistDow, 60.12, DistUp, 297.77
, DistFront, 58.62, DistDow, 59.71, DistUp, 3553.67
, DistFront, 48.81, DistDow, 59.88, DistUp, 160.39
, DistFront, 58.74, DistDow, 59.97, DistUp, 3.78
, DistFront, 58.69, DistDow, 59.81, DistUp, 3.67
, DistFront, 58.42, DistDow, 59.66, DistUp, 3.78
, DistFront, 58.49, DistDow, 60.12, DistUp, 3.78
, DistFront, 58.47, DistDow, 60.54, DistUp, 297.31
, DistFront, 58.35, DistDow, 59.98, DistUp, 294.74
, DistFront, 58.78, DistDow, 59.59, DistUp, 294.34
, DistFront, 58.35, DistDow, 59.59, DistUp, 294.35
, DistFront, 58.47, DistDow, 59.69, DistUp, 3524.95
, DistFront, 48.06, DistDow, 59.59, DistUp, 156.31
, DistFront, 58.35, DistDow, 59.59, DistUp, 294.81
, DistFront, 58.38, DistDow, 59.59, DistUp, 295.61
, DistFront, 58.47, DistDow, 59.59, DistUp, 293.91
, DistFrontMean, 58.45, DistDowMean, 60.43, DistUpMean, 294.74
, DistFront, 58.45, DistDow, 60.07, DistUp, 294.76
, DistFront, 58.74, DistDow, 60.37, DistUp, 3.78
, DistFront, 58.42, DistDow, 59.63, DistUp, 3518.91
, DistFront, 47.26, DistDow, 60.02, DistUp, 157.09
, DistFront, 58.54, DistDow, 59.76, DistUp, 3.78
, DistFront, 58.49, DistDow, 59.66, DistUp, 3.78
, DistFront, 58.23, DistDow, 59.88, DistUp, 3.78
, DistFront, 58.23, DistDow, 59.39, DistUp, 297.99
, DistFront, 58.27, DistDow, 58.95, DistUp, 294.18
, DistFront, 58.13, DistDow, 59.30, DistUp, 297.55
, DistFront, 58.18, DistDow, 59.40, DistUp, 294.59
, DistFront, 58.18, DistDow, 59.69, DistUp, 295.32
, DistFront, 58.59, DistDow, 60.20, DistUp, 161.56
, DistFront, 58.13, DistDow, 59.35, DistUp, 160.75
, DistFront, 58.13, DistDow, 60.20, DistUp, 296.68
, DistFront, 58.47, DistDow, 60.14, DistUp, 295.43
, DistFront, 58.10, DistDow, 59.30, DistUp, 295.48
, DistFront, 58.13, DistDow, 59.34, DistUp, 296.34
, DistFront, 58.23, DistDow, 60.26, DistUp, 297.53
, DistFront, 58.18, DistDow, 59.35, DistUp, 148.89
, DistFrontMean, 58.20, DistDowMean, 59.39, DistUpMean, 295.85
, DistFront, 58.25, DistDow, 59.83, DistUp, 296.31
, DistFront, 58.33, DistDow, 59.49, DistUp, 162.06
, DistFront, 58.27, DistDow, 59.42, DistUp, 295.14
, DistFront, 58.33, DistDow, 59.49, DistUp, 3536.46
, DistFront, 47.77, DistDow, 60.02, DistUp, 154.56
, DistFront, 58.38, DistDow, 60.02, DistUp, 3514.30
, DistFront, 47.77, DistDow, 59.69, DistUp, 156.68
, DistFront, 58.49, DistDow, 59.71, DistUp, 295.66
, DistFront, 58.33, DistDow, 60.39, DistUp, 294.35
, DistFront, 58.45, DistDow, 60.10, DistUp, 160.07
, DistFront, 58.32, DistDow, 59.98, DistUp, 296.90
, DistFront, 58.49, DistDow, 59.74, DistUp, 3.78
, DistFront, 58.45, DistDow, 60.12, DistUp, 3.78
, DistFront, 58.67, DistDow, 59.88, DistUp, 3.78
, DistFront, 58.81, DistDow, 59.98, DistUp, 3.78
, DistFront, 59.13, DistDow, 60.32, DistUp, 3.78
, DistFront, 58.71, DistDow, 59.88, DistUp, 3.78
, DistFront, 58.54, DistDow, 59.71, DistUp, 3.78
, DistFront, 58.49, DistDow, 59.56, DistUp, 3.67
, DistFront, 58.49, DistDow, 59.56, DistUp, 3.67
, DistFrontMean, 58.40, DistDowMean, 59.56, DistUpMean, 3498.20
, DistFront, 58.45, DistDow, 59.61, DistUp, 3.78
, DistFront, 58.33, DistDow, 59.49, DistUp, 149.59
, DistFront, 58.38, DistDow, 60.02, DistUp, 295.97
, DistFront, 58.78, DistDow, 59.54, DistUp, 303.10
, DistFront, 58.23, DistDow, 59.83, DistUp, 294.27
, DistFront, 58.23, DistDow, 59.39, DistUp, 295.12
, DistFront, 58.32, DistDow, 59.40, DistUp, 297.11
, DistFront, 58.28, DistDow, 59.49, DistUp, 149.83
, DistFront, 58.20, DistDow, 59.40, DistUp, 295.12
, DistFront, 58.33, DistDow, 59.39, DistUp, 294.30
, DistFront, 58.23, DistDow, 59.85, DistUp, 3497.96
, DistFront, 47.40, DistDow, 59.66, DistUp, 156.28
, DistFront, 58.49, DistDow, 60.07, DistUp, 3.78
, DistFront, 58.64, DistDow, 60.70, DistUp, 3.78
, DistFront, 58.59, DistDow, 59.83, DistUp, 3.78
, DistFront, 58.84, DistDow, 60.07, DistUp, 3.78
, DistFront, 58.95, DistDow, 60.12, DistUp, 3.67
, DistFront, 59.74, DistDow, 61.45, DistUp, 3.78
, DistFront, 59.42, DistDow, 61.12, DistUp, 3.78
, DistFront, 59.97, DistDow, 61.21, DistUp, 3.78
, DistFrontMean, 59.59, DistDowMean, 61.68, DistUpMean, 3534.30
, DistFront, 59.68, DistDow, 60.88, DistUp, 3.78
, DistFront, 60.24, DistDow, 60.92, DistUp, 3.78
, DistFront, 59.47, DistDow, 61.50, DistUp, 299.27
, DistFront, 60.07, DistDow, 61.28, DistUp, 3.78
, DistFront, 60.26, DistDow, 61.85, DistUp, 300.02
, DistFront, 60.32, DistDow, 61.53, DistUp, 3.69
, DistFront, 60.20, DistDow, 61.45, DistUp, 3.69
, DistFront, 60.32, DistDow, 61.90, DistUp, 297.62
, DistFront, 60.26, DistDow, 61.84, DistUp, 145.41
, DistFront, 60.10, DistDow, 61.26, DistUp, 3518.25
, DistFront, 49.17, DistDow, 61.21, DistUp, 3542.60
, DistFront, 49.20, DistDow, 61.31, DistUp, 3548.96
, DistFront, 49.00, DistDow, 60.70, DistUp, 3526.34
, DistFront, 48.64, DistDow, 60.39, DistUp, 3557.76
, DistFront, 48.55, DistDow, 60.14, DistUp, 156.26
, DistFront, 58.88, DistDow, 60.92, DistUp, 3521.14
, DistFront, 48.52, DistDow, 60.19, DistUp, 3536.73
, DistFront, 48.11, DistDow, 60.31, DistUp, 3533.04
, DistFront, 48.23, DistDow, 60.63, DistUp, 3550.19
, DistFront, 48.69, DistDow, 60.82, DistUp, 155.73
, DistFrontMean, 59.61, DistDowMean, 60.83, DistUpMean, 3521.09
, DistFront, 59.69, DistDow, 60.49, DistUp, 3.67
, DistFront, 59.40, DistDow, 61.05, DistUp, 3475.78
, DistFront, 49.05, DistDow, 61.50, DistUp, 3534.39
, DistFront, 48.27, DistDow, 60.75, DistUp, 158.32
, DistFront, 59.54, DistDow, 60.77, DistUp, 3.78
, DistFront, 59.39, DistDow, 60.61, DistUp, 3.67
, DistFront, 59.49, DistDow, 61.12, DistUp, 3.78
, DistFront, 59.30, DistDow, 61.33, DistUp, 3.78
, DistFront, 59.18, DistDow, 60.73, DistUp, 3.78
, DistFront, 59.05, DistDow, 60.68, DistUp, 3.78
, DistFront, 58.84, DistDow, 60.07, DistUp, 295.68
, DistFront, 58.84, DistDow, 60.48, DistUp, 296.82
, DistFront, 58.91, DistDow, 60.54, DistUp, 296.90
, DistFront, 58.74, DistDow, 59.97, DistUp, 3.78
, DistFront, 58.81, DistDow, 60.43, DistUp, 3544.06
, DistFront, 48.84, DistDow, 60.43, DistUp, 156.33
, DistFront, 58.78, DistDow, 60.12, DistUp, 3.78
, DistFront, 58.88, DistDow, 60.07, DistUp, 297.33
, DistFront, 58.88, DistDow, 60.05, DistUp, 3534.85
, DistFront, 48.49, DistDow, 60.53, DistUp, 3541.85
, DistFrontMean, 59.06, DistDowMean, 60.31, DistUpMean, 3.78
, DistFront, 59.10, DistDow, 60.73, DistUp, 3500.48
, DistFront, 48.91, DistDow, 60.34, DistUp, 452.13
, DistFront, 59.83, DistDow, 60.97, DistUp, 3.78
, DistFront, 59.46, DistDow, 61.11, DistUp, 3540.77
, DistFront, 48.49, DistDow, 61.26, DistUp, 3525.83
, DistFront, 48.64, DistDow, 61.11, DistUp, 158.25
, DistFront, 59.76, DistDow, 61.84, DistUp, 3502.69
, DistFront, 48.96, DistDow, 61.39, DistUp, 161.67
, DistFront, 59.78, DistDow, 61.48, DistUp, 3.78
, DistFront, 59.68, DistDow, 61.80, DistUp, 3520.83
, DistFront, 49.25, DistDow, 60.88, DistUp, 158.03
, DistFront, 59.68, DistDow, 61.39, DistUp, 3.78
, DistFront, 59.54, DistDow, 61.24, DistUp, 3.78
, DistFront, 59.52, DistDow, 61.19, DistUp, 3543.16
, DistFront, 48.55, DistDow, 60.66, DistUp, 154.30
, DistFront, 59.40, DistDow, 61.14, DistUp, 294.76
, DistFront, 59.42, DistDow, 61.55, DistUp, 295.60
, DistFront, 59.32, DistDow, 61.84, DistUp, 298.45
, DistFront, 59.88, DistDow, 61.55, DistUp, 299.78
, DistFront, 59.35, DistDow, 61.04, DistUp, 295.90
, DistFrontMean, 59.39, DistDowMean, 61.05, DistUpMean, 296.90
, DistFront, 59.42, DistDow, 61.12, DistUp, 296.45
, DistFront, 59.56, DistDow, 61.24, DistUp, 297.26
, DistFront, 59.69, DistDow, 61.77, DistUp, 3.78
, DistFront, 59.78, DistDow, 60.92, DistUp, 3.78
, DistFront, 59.83, DistDow, 61.12, DistUp, 3.78
, DistFront, 59.78, DistDow, 61.04, DistUp, 3.67
, DistFront, 59.88, DistDow, 61.11, DistUp, 295.83
, DistFront, 59.71, DistDow, 61.39, DistUp, 296.24
, DistFront, 59.69, DistDow, 61.80, DistUp, 296.24
, DistFront, 59.78, DistDow, 60.95, DistUp, 147.52
, DistFront, 59.76, DistDow, 61.46, DistUp, 147.87
, DistFront, 59.52, DistDow, 61.21, DistUp, 3.78
, DistFront, 59.56, DistDow, 61.60, DistUp, 294.90
, DistFront, 59.52, DistDow, 61.67, DistUp, 295.31
, DistFront, 59.34, DistDow, 61.90, DistUp, 295.26
, DistFront, 59.68, DistDow, 60.95, DistUp, 3.78
, DistFront, 59.03, DistDow, 60.17, DistUp, 3.69
, DistFront, 58.84, DistDow, 60.07, DistUp, 3.78
, DistFront, 58.76, DistDow, 60.43, DistUp, 293.10
, DistFront, 58.67, DistDow, 59.91, DistUp, 293.89
, DistFrontMean, 58.54, DistDowMean, 60.61, DistUpMean, 295.54
, DistFront, 58.49, DistDow, 60.17, DistUp, 293.83
, DistFront, 58.40, DistDow, 60.10, DistUp, 295.85
, DistFront, 58.35, DistDow, 60.49, DistUp, 3505.27
, DistFront, 47.18, DistDow, 59.59, DistUp, 157.40
, DistFront, 58.33, DistDow, 60.46, DistUp, 3.78
, DistFront, 58.42, DistDow, 60.12, DistUp, 3.78
, DistFront, 58.64, DistDow, 60.73, DistUp, 3.78
, DistFront, 58.84, DistDow, 60.41, DistUp, 3.67
, DistFront, 58.98, DistDow, 60.63, DistUp, 3.78
, DistFront, 59.27, DistDow, 60.92, DistUp, 3.78
, DistFront, 59.63, DistDow, 61.73, DistUp, 3.78
, DistFront, 59.81, DistDow, 62.31, DistUp, 295.26
, DistFront, 60.20, DistDow, 62.31, DistUp, 296.12
, DistFront, 59.97, DistDow, 61.67, DistUp, 295.77
, DistFront, 59.90, DistDow, 61.99, DistUp, 3554.81
, DistFront, 49.13, DistDow, 61.70, DistUp, 154.52
, DistFront, 60.12, DistDow, 62.26, DistUp, 296.33
, DistFront, 60.14, DistDow, 62.69, DistUp, 3.78
, DistFront, 60.07, DistDow, 62.21, DistUp, 3.78
, DistFront, 60.20, DistDow, 61.90, DistUp, 296.45
, DistFrontMean, 60.20, DistDowMean, 62.33, DistUpMean, 298.18
, DistFront, 60.20, DistDow, 61.92, DistUp, 297.31
, DistFront, 60.10, DistDow, 62.24, DistUp, 3538.74
, DistFront, 47.96, DistDow, 61.39, DistUp, 3563.55
, DistFront, 48.32, DistDow, 61.34, DistUp, 3558.27
, DistFront, 49.10, DistDow, 61.09, DistUp, 3539.00
, DistFront, 49.13, DistDow, 60.95, DistUp, 3519.52
, DistFront, 48.71, DistDow, 60.90, DistUp, 3521.89
, DistFront, 49.12, DistDow, 61.19, DistUp, 3504.05
, DistFront, 48.88, DistDow, 60.88, DistUp, 3533.18
, DistFront, 48.20, DistDow, 61.12, DistUp, 3534.35
, DistFront, 48.61, DistDow, 61.04, DistUp, 3537.93
, DistFront, 48.11, DistDow, 61.04, DistUp, 159.23
, DistFront, 59.34, DistDow, 60.60, DistUp, 3.78
, DistFront, 58.89, DistDow, 61.02, DistUp, 3.78
, DistFront, 59.42, DistDow, 60.70, DistUp, 297.57
, DistFront, 58.91, DistDow, 60.63, DistUp, 3528.91
, DistFront, 47.77, DistDow, 60.39, DistUp, 160.85
, DistFront, 59.00, DistDow, 60.73, DistUp, 298.88
, DistFront, 59.27, DistDow, 61.41, DistUp, 3.78
, DistFront, 59.40, DistDow, 60.61, DistUp, 3.78
, DistFrontMean, 59.40, DistDowMean, 60.63, DistUpMean, 3541.41
, DistFront, 59.27, DistDow, 60.49, DistUp, 3.78
, DistFront, 59.18, DistDow, 60.88, DistUp, 3.67
, DistFront, 59.27, DistDow, 60.95, DistUp, 3509.69
, DistFront, 48.18, DistDow, 60.27, DistUp, 293.88
, DistFront, 59.12, DistDow, 60.82, DistUp, 300.56
, DistFront, 58.96, DistDow, 60.24, DistUp, 295.05
, DistFront, 59.47, DistDow, 60.63, DistUp, 295.03
, DistFront, 59.03, DistDow, 61.14, DistUp, 298.84
, DistFront, 58.91, DistDow, 60.19, DistUp, 295.95
, DistFront, 59.03, DistDow, 60.27, DistUp, 298.89
, DistFront, 58.88, DistDow, 60.12, DistUp, 3.76
, DistFront, 59.03, DistDow, 60.26, DistUp, 3.78
, DistFront, 59.13, DistDow, 60.26, DistUp, 3.67
, DistFront, 59.27, DistDow, 60.53, DistUp, 3.78
, DistFront, 59.34, DistDow, 61.45, DistUp, 3.69
, DistFront, 59.39, DistDow, 61.48, DistUp, 3.78
, DistFront, 59.46, DistDow, 61.14, DistUp, 3532.40
, DistFront, 49.81, DistDow, 60.75, DistUp, 155.73
, DistFront, 59.52, DistDow, 61.19, DistUp, 299.97
, DistFront, 59.54, DistDow, 60.77, DistUp, 299.56
, DistFrontMean, 59.56, DistDowMean, 60.78, DistUpMean, 297.09
, DistFront, 59.59, DistDow, 61.21, DistUp, 297.48
, DistFront, 59.49, DistDow, 60.75, DistUp, 3507.21
, DistFront, 50.31, DistDow, 61.11, DistUp, 3513.11
, DistFront, 49.54, DistDow, 61.68, DistUp, 159.12
, DistFront, 60.05, DistDow, 61.67, DistUp, 3534.05
, DistFront, 48.47, DistDow, 61.39, DistUp, 155.63
, DistFront, 60.20, DistDow, 62.35, DistUp, 300.54
, DistFront, 60.20, DistDow, 62.38, DistUp, 300.97
, DistFront, 60.19, DistDow, 62.28, DistUp, 3.78
, DistFront, 60.10, DistDow, 61.80, DistUp, 295.90
, DistFront, 60.20, DistDow, 61.90, DistUp, 301.39
, DistFront, 60.24, DistDow, 61.89, DistUp, 295.10
, DistFront, 60.10, DistDow, 61.84, DistUp, 298.04
, DistFront, 60.26, DistDow, 61.96, DistUp, 3535.24
, DistFront, 49.17, DistDow, 62.47, DistUp, 3544.69
, DistFront, 49.35, DistDow, 61.85, DistUp, 3522.55
, DistFront, 49.49, DistDow, 62.09, DistUp, 3549.39
, DistFront, 49.66, DistDow, 62.04, DistUp, 3562.93
, DistFront, 50.34, DistDow, 62.04, DistUp, 3527.11
, DistFront, 49.74, DistDow, 61.89, DistUp, 297.41
, DistFrontMean, 61.02, DistDowMean, 62.24, DistUpMean, 297.84
, DistFront, 60.97, DistDow, 61.75, DistUp, 297.35
, DistFront, 60.46, DistDow, 61.68, DistUp, 299.83
, DistFront, 60.12, DistDow, 61.33, DistUp, 3.78
, DistFront, 59.59, DistDow, 61.67, DistUp, 3.67
, DistFront, 59.18, DistDow, 60.41, DistUp, 3.78
, DistFront, 58.95, DistDow, 60.17, DistUp, 3.78
, DistFront, 58.62, DistDow, 60.68, DistUp, 3.78
, DistFront, 58.49, DistDow, 60.56, DistUp, 3.78
, DistFront, 58.47, DistDow, 60.12, DistUp, 3.76
, DistFront, 58.27, DistDow, 59.49, DistUp, 3.78
, DistFront, 58.59, DistDow, 59.49, DistUp, 3.78
, DistFront, 58.55, DistDow, 59.35, DistUp, 3523.32
, DistFront, 47.19, DistDow, 59.88, DistUp, 155.95
, DistFront, 58.61, DistDow, 59.88, DistUp, 295.77
, DistFront, 58.32, DistDow, 59.47, DistUp, 296.92
, DistFront, 58.32, DistDow, 60.05, DistUp, 294.54
, DistFront, 58.38, DistDow, 59.63, DistUp, 295.83
, DistFront, 58.35, DistDow, 59.61, DistUp, 294.18
, DistFront, 58.38, DistDow, 59.66, DistUp, 297.55
, DistFront, 58.33, DistDow, 59.98, DistUp, 3543.33
, DistFrontMean, 58.52, DistDowMean, 59.78, DistUpMean, 3.78
, DistFront, 58.84, DistDow, 60.12, DistUp, 3523.20
, DistFront, 47.84, DistDow, 60.39, DistUp, 3546.96
, DistFront, 48.81, DistDow, 59.97, DistUp, 3524.98
, DistFront, 48.84, DistDow, 60.14, DistUp, 3527.98
, DistFront, 48.91, DistDow, 60.03, DistUp, 155.97
, DistFront, 58.83, DistDow, 60.03, DistUp, 296.11
, DistFront, 59.35, DistDow, 60.60, DistUp, 295.70
, DistFront, 58.88, DistDow, 60.07, DistUp, 298.67
, DistFront, 59.40, DistDow, 60.66, DistUp, 296.17
, DistFront, 58.91, DistDow, 60.12, DistUp, 3503.76
, DistFront, 48.35, DistDow, 60.12, DistUp, 156.73
, DistFront, 58.96, DistDow, 60.63, DistUp, 3547.31
, DistFront, 48.35, DistDow, 60.43, DistUp, 155.27
, DistFront, 59.25, DistDow, 60.49, DistUp, 294.47
, DistFront, 58.81, DistDow, 60.46, DistUp, 301.56
, DistFront, 58.67, DistDow, 59.90, DistUp, 296.50
, DistFront, 58.71, DistDow, 59.95, DistUp, 296.92
, DistFront, 58.67, DistDow, 59.88, DistUp, 296.90
, DistFront, 58.91, DistDow, 59.30, DistUp, 3.78
, DistFront, 58.62, DistDow, 59.88, DistUp, 3.78
, DistFrontMean, 58.74, DistDowMean, 59.98, DistUpMean, 178.52
, DistFront, 58.81, DistDow, 60.48, DistUp, 3522.48
, DistFront, 48.64, DistDow, 60.56, DistUp, 156.02
, DistFront, 58.96, DistDow, 61.04, DistUp, 297.13
, DistFront, 59.52, DistDow, 60.34, DistUp, 296.84
, DistFront, 59.06, DistDow, 61.14, DistUp, 294.81
, DistFront, 59.12, DistDow, 60.78, DistUp, 298.54
, DistFront, 59.25, DistDow, 60.95, DistUp, 294.85
, DistFront, 59.20, DistDow, 60.90, DistUp, 296.99
, DistFront, 59.35, DistDow, 61.05, DistUp, 295.34
, DistFront, 59.32, DistDow, 61.39, DistUp, 294.49
, DistFront, 59.46, DistDow, 61.55, DistUp, 299.61
, DistFront, 59.49, DistDow, 61.60, DistUp, 299.61
, DistFront, 60.02, DistDow, 60.39, DistUp, 303.47
, DistFront, 60.07, DistDow, 61.31, DistUp, 298.04
, DistFront, 59.61, DistDow, 61.24, DistUp, 3527.26
, DistFront, 49.91, DistDow, 61.55, DistUp, 155.61
, DistFront, 59.95, DistDow, 62.02, DistUp, 3.78
, DistFront, 60.24, DistDow, 61.09, DistUp, 3.78
, DistFront, 60.77, DistDow, 61.97, DistUp, 3.78
, DistFront, 60.34, DistDow, 62.89, DistUp, 3.78
, DistFrontMean, 60.32, DistDowMean, 62.89, DistUpMean, 3543.35
, DistFront, 60.82, DistDow, 62.52, DistUp, 3.78
, DistFront, 60.27, DistDow, 61.46, DistUp, 3.78
, DistFront, 60.27, DistDow, 62.77, DistUp, 3.78
, DistFront, 60.68, DistDow, 61.92, DistUp, 3.78
, DistFront, 60.26, DistDow, 62.33, DistUp, 3.78
, DistFront, 60.14, DistDow, 61.84, DistUp, 3.78
, DistFront, 60.39, DistDow, 62.02, DistUp, 3.67
, DistFront, 59.95, DistDow, 61.48, DistUp, 3.78
, DistFront, 60.07, DistDow, 61.31, DistUp, 3.67
, DistFront, 59.54, DistDow, 61.21, DistUp, 3.78
, DistFront, 59.34, DistDow, 61.41, DistUp, 3.78
, DistFront, 59.18, DistDow, 61.17, DistUp, 3.74
, DistFront, 59.13, DistDow, 61.24, DistUp, 3.76
, DistFront, 59.25, DistDow, 60.92, DistUp, 3.78
