118.1, DistDow,118.71, DistUp,189.9,,,,,,,,
, DistFront, 59.39, DistDow, 60.68, DistUp, 3.78
, DistFront, 59.46, DistDow, 61.09, DistUp, 3.78
, DistFront, 59.78, DistDow, 60.19, DistUp, 3.78
, DistFront, 59.40, DistDow, 61.04, DistUp, 3.78
, DistFront, 59.34, DistDow, 60.95, DistUp, 161.41
, DistFront, 59.46, DistDow, 60.99, DistUp, 3.71
, DistFront, 59.95, DistDow, 60.27, DistUp, 3.78
, DistFront, 59.54, DistDow, 60.32, DistUp, 3.67
, DistFront, 59.68, DistDow, 61.14, DistUp, 161.12
, DistFront, 60.02, DistDow, 60.39, DistUp, 3509.35
, DistFront, 48.52, DistDow, 61.02, DistUp, 156.04
, DistFront, 60.02, DistDow, 61.19, DistUp, 3.78
, DistFront, 60.03, DistDow, 61.24, DistUp, 3.78
, DistFront, 59.95, DistDow, 60.73, DistUp, 3.78
, DistFront, 59.81, DistDow, 60.99, DistUp, 3.78
, DistFront, 59.59, DistDow, 60.43, DistUp, 3.78
, DistFront, 60.02, DistDow, 61.63, DistUp, 3.78
, DistFront, 60.31, DistDow, 61.96, DistUp, 3.78
, DistFront, 60.39, DistDow, 61.60, DistUp, 3.78
, DistFrontMean, 59.98, DistDowMean, 61.99, DistUpMean, 3549.59
, DistFront, 60.20, DistDow, 61.89, DistUp, 3.78
, DistFront, 59.95, DistDow, 61.21, DistUp, 3.67
, DistFront, 59.91, DistDow, 60.78, DistUp, 3.78
, DistFront, 60.32, DistDow, 61.14, DistUp, 3524.40
, DistFront, 48.47, DistDow, 60.97, DistUp, 3483.62
, DistFront, 48.91, DistDow, 61.90, DistUp, 3541.12
, DistFront, 48.54, DistDow, 61.39, DistUp, 157.74
, DistFront, 59.83, DistDow, 61.56, DistUp, 3513.81
, DistFront, 48.96, DistDow, 61.11, DistUp, 158.84
, DistFront, 59.74, DistDow, 61.38, DistUp, 3.67
, DistFront, 59.81, DistDow, 60.88, DistUp, 3.78
, DistFront, 59.68, DistDow, 60.46, DistUp, 161.45
, DistFront, 59.61, DistDow, 60.85, DistUp, 3509.98
, DistFront, 48.38, DistDow, 60.85, DistUp, 3524.56
, DistFront, 48.67, DistDow, 60.49, DistUp, 3526.19
, DistFront, 47.62, DistDow, 60.41, DistUp, 3519.97
, DistFront, 48.10, DistDow, 60.73, DistUp, 296.14
, DistFront, 59.03, DistDow, 60.60, DistUp, 161.04
, DistFront, 59.13, DistDow, 60.31, DistUp, 160.27
, DistFront, 59.06, DistDow, 60.63, DistUp, 162.45
, DistFrontMean, 59.05, DistDowMean, 60.24, DistUpMean, 297.89
, DistFront, 59.06, DistDow, 60.24, DistUp, 295.73
, DistFront, 59.32, DistDow, 60.46, DistUp, 295.68
, DistFront, 58.91, DistDow, 60.10, DistUp, 295.24
, DistFront, 58.78, DistDow, 59.95, DistUp, 295.61
, DistFront, 58.88, DistDow, 60.34, DistUp, 160.99
, DistFront, 58.78, DistDow, 60.34, DistUp, 161.39
, DistFront, 58.89, DistDow, 60.90, DistUp, 3517.53
, DistFront, 47.77, DistDow, 60.19, DistUp, 162.09
, DistFront, 58.98, DistDow, 60.48, DistUp, 296.97
, DistFront, 58.64, DistDow, 60.26, DistUp, 295.78
, DistFront, 58.95, DistDow, 60.99, DistUp, 296.19
, DistFront, 59.03, DistDow, 60.66, DistUp, 3535.83
, DistFront, 48.61, DistDow, 60.26, DistUp, 3532.76
, DistFront, 48.71, DistDow, 60.26, DistUp, 3520.17
, DistFront, 48.98, DistDow, 60.54, DistUp, 3526.21
, DistFront, 48.47, DistDow, 61.19, DistUp, 3519.39
, DistFront, 49.68, DistDow, 60.82, DistUp, 3495.95
, DistFront, 49.47, DistDow, 61.46, DistUp, 3512.84
, DistFront, 50.32, DistDow, 61.90, DistUp, 3528.49
, DistFront, 48.91, DistDow, 62.16, DistUp, 154.27
, DistFrontMean, 60.02, DistDowMean, 61.19, DistUpMean, 3541.62
, DistFront, 59.97, DistDow, 61.21, DistUp, 3.78
, DistFront, 59.88, DistDow, 61.92, DistUp, 3.67
, DistFront, 60.27, DistDow, 61.92, DistUp, 3.69
, DistFront, 59.97, DistDow, 61.62, DistUp, 297.11
, DistFront, 60.27, DistDow, 61.50, DistUp, 3520.03
, DistFront, 49.00, DistDow, 61.05, DistUp, 154.05
, DistFront, 59.71, DistDow, 61.34, DistUp, 300.63
, DistFront, 60.12, DistDow, 61.34, DistUp, 294.81
, DistFront, 59.76, DistDow, 61.39, DistUp, 293.98
, DistFront, 59.61, DistDow, 61.70, DistUp, 294.78
, DistFront, 59.74, DistDow, 60.97, DistUp, 295.61
, DistFront, 59.74, DistDow, 61.38, DistUp, 298.54
, DistFront, 60.03, DistDow, 61.67, DistUp, 296.02
, DistFront, 60.02, DistDow, 61.24, DistUp, 294.35
, DistFront, 59.71, DistDow, 61.38, DistUp, 296.05
, DistFront, 60.02, DistDow, 61.63, DistUp, 295.61
, DistFront, 59.68, DistDow, 61.31, DistUp, 295.19
, DistFront, 59.56, DistDow, 61.19, DistUp, 300.10
, DistFront, 59.59, DistDow, 61.19, DistUp, 296.45
, DistFront, 59.68, DistDow, 62.18, DistUp, 3507.60
, DistFrontMean, 59.63, DistDowMean, 61.77, DistUpMean, 3.67
, DistFront, 59.66, DistDow, 61.33, DistUp, 3513.96
, DistFront, 49.06, DistDow, 61.39, DistUp, 3476.17
, DistFront, 49.12, DistDow, 61.84, DistUp, 3508.47
, DistFront, 49.20, DistDow, 61.46, DistUp, 3505.78
, DistFront, 49.61, DistDow, 61.60, DistUp, 154.54
, DistFront, 59.88, DistDow, 61.50, DistUp, 3526.50
, DistFront, 49.23, DistDow, 61.17, DistUp, 3516.05
, DistFront, 49.97, DistDow, 61.05, DistUp, 3511.05
, DistFront, 49.66, DistDow, 61.12, DistUp, 3519.74
, DistFront, 48.61, DistDow, 61.02, DistUp, 3509.12
, DistFront, 50.46, DistDow, 61.56, DistUp, 157.93
, DistFront, 60.07, DistDow, 60.88, DistUp, 296.31
, DistFront, 60.10, DistDow, 61.34, DistUp, 3.67
, DistFront, 60.17, DistDow, 61.39, DistUp, 296.41
, DistFront, 60.24, DistDow, 61.90, DistUp, 303.54
, DistFront, 60.32, DistDow, 61.56, DistUp, 296.96
, DistFront, 60.37, DistDow, 61.62, DistUp, 3560.78
, DistFront, 48.33, DistDow, 62.47, DistUp, 3534.12
, DistFront, 50.12, DistDow, 61.34, DistUp, 159.91
, DistFront, 59.95, DistDow, 61.48, DistUp, 3.78
, DistFrontMean, 60.34, DistDowMean, 61.14, DistUpMean, 3515.70
, DistFront, 59.59, DistDow, 60.82, DistUp, 3.78
, DistFront, 59.49, DistDow, 61.12, DistUp, 3.67
, DistFront, 59.46, DistDow, 61.09, DistUp, 3.78
, DistFront, 59.35, DistDow, 60.99, DistUp, 3.78
, DistFront, 59.23, DistDow, 60.43, DistUp, 298.83
, DistFront, 59.34, DistDow, 61.38, DistUp, 298.06
, DistFront, 59.69, DistDow, 60.88, DistUp, 3.78
, DistFront, 59.18, DistDow, 61.21, DistUp, 162.74
, DistFront, 59.27, DistDow, 60.90, DistUp, 3499.06
, DistFront, 48.96, DistDow, 60.82, DistUp, 158.67
, DistFront, 59.25, DistDow, 60.05, DistUp, 295.99
, DistFront, 59.27, DistDow, 61.21, DistUp, 296.41
, DistFront, 59.17, DistDow, 60.78, DistUp, 295.12
, DistFront, 59.30, DistDow, 60.39, DistUp, 3.67
, DistFront, 59.34, DistDow, 60.99, DistUp, 3.78
, DistFront, 59.34, DistDow, 61.38, DistUp, 3.78
, DistFront, 59.42, DistDow, 61.05, DistUp, 294.95
, DistFront, 59.39, DistDow, 60.99, DistUp, 295.34
, DistFront, 59.47, DistDow, 61.55, DistUp, 295.77
, DistFront, 59.54, DistDow, 60.24, DistUp, 3534.00
, DistFrontMean, 59.54, DistDowMean, 60.31, DistUpMean, 3.78
, DistFront, 59.61, DistDow, 60.39, DistUp, 301.73
, DistFront, 59.63, DistDow, 60.41, DistUp, 296.24
, DistFront, 59.69, DistDow, 60.43, DistUp, 3.78
, DistFront, 59.68, DistDow, 60.90, DistUp, 3507.41
, DistFront, 49.06, DistDow, 60.90, DistUp, 155.70
, DistFront, 60.27, DistDow, 60.61, DistUp, 299.81
, DistFront, 59.88, DistDow, 60.70, DistUp, 3511.04
, DistFront, 49.56, DistDow, 61.55, DistUp, 3490.32
, DistFront, 49.71, DistDow, 61.19, DistUp, 3509.78
, DistFront, 49.78, DistDow, 61.26, DistUp, 3501.34
, DistFront, 49.76, DistDow, 61.33, DistUp, 3524.68
, DistFront, 49.76, DistDow, 61.70, DistUp, 154.54
, DistFront, 60.03, DistDow, 61.31, DistUp, 3.78
, DistFront, 59.91, DistDow, 61.55, DistUp, 297.96
, DistFront, 59.90, DistDow, 61.89, DistUp, 3.78
, DistFront, 59.78, DistDow, 62.31, DistUp, 3.78
, DistFront, 59.81, DistDow, 60.63, DistUp, 3.78
, DistFront, 59.88, DistDow, 61.12, DistUp, 3.78
, DistFront, 60.02, DistDow, 61.09, DistUp, 3.78
, DistFront, 60.10, DistDow, 61.17, DistUp, 3.78
, DistFrontMean, 60.10, DistDowMean, 61.31, DistUpMean, 295.41
, DistFront, 60.10, DistDow, 60.88, DistUp, 297.53
, DistFront, 60.12, DistDow, 61.34, DistUp, 295.88
, DistFront, 60.07, DistDow, 61.26, DistUp, 295.48
, DistFront, 60.17, DistDow, 61.41, DistUp, 299.25
, DistFront, 60.61, DistDow, 61.85, DistUp, 296.31
, DistFront, 59.83, DistDow, 61.02, DistUp, 298.42
, DistFront, 60.12, DistDow, 61.34, DistUp, 298.42
, DistFront, 60.12, DistDow, 60.95, DistUp, 301.67
, DistFront, 60.12, DistDow, 61.34, DistUp, 297.11
, DistFront, 60.20, DistDow, 61.85, DistUp, 297.11
, DistFront, 60.20, DistDow, 61.85, DistUp, 297.89
, DistFront, 59.71, DistDow, 60.90, DistUp, 297.38
, DistFront, 59.71, DistDow, 60.90, DistUp, 295.77
, DistFront, 60.05, DistDow, 60.88, DistUp, 3.78
, DistFront, 59.98, DistDow, 61.24, DistUp, 3.78
, DistFront, 60.07, DistDow, 60.92, DistUp, 297.96
, DistFront, 60.02, DistDow, 61.62, DistUp, 3.78
, DistFront, 59.76, DistDow, 61.39, DistUp, 3.67
, DistFront, 59.69, DistDow, 61.28, DistUp, 3.78
, DistFront, 59.61, DistDow, 61.62, DistUp, 297.74
, DistFrontMean, 59.68, DistDowMean, 61.60, DistUpMean, 300.63
, DistFront, 60.05, DistDow, 61.67, DistUp, 303.98
, DistFront, 59.40, DistDow, 61.45, DistUp, 3.78
, DistFront, 59.34, DistDow, 60.99, DistUp, 3.78
, DistFront, 59.69, DistDow, 60.48, DistUp, 3.78
, DistFront, 59.05, DistDow, 59.83, DistUp, 3.78
, DistFront, 58.81, DistDow, 59.97, DistUp, 3.67
, DistFront, 58.89, DistDow, 60.12, DistUp, 3.78
, DistFront, 58.84, DistDow, 60.07, DistUp, 3.69
, DistFront, 58.96, DistDow, 60.19, DistUp, 3.78
, DistFront, 58.81, DistDow, 59.63, DistUp, 3.78
, DistFront, 58.91, DistDow, 59.69, DistUp, 3.78
, DistFront, 59.52, DistDow, 59.88, DistUp, 3.67
, DistFront, 59.69, DistDow, 61.34, DistUp, 3.78
, DistFront, 59.47, DistDow, 61.56, DistUp, 3.67
, DistFront, 59.54, DistDow, 61.19, DistUp, 3.78
, DistFront, 59.66, DistDow, 60.90, DistUp, 3.78
, DistFront, 59.66, DistDow, 60.43, DistUp, 3.78
, DistFront, 59.56, DistDow, 61.12, DistUp, 3.67
, DistFront, 59.54, DistDow, 61.12, DistUp, 3.67
, DistFront, 59.66, DistDow, 60.78, DistUp, 3.78
, DistFrontMean, 59.54, DistDowMean, 60.75, DistUpMean, 3533.18
, DistFront, 59.52, DistDow, 59.85, DistUp, 3.67
, DistFront, 59.46, DistDow, 61.05, DistUp, 3.78
, DistFront, 59.81, DistDow, 61.28, DistUp, 3.78
, DistFront, 59.32, DistDow, 60.49, DistUp, 3.78
, DistFront, 59.23, DistDow, 60.41, DistUp, 160.77
, DistFront, 59.63, DistDow, 59.97, DistUp, 160.82
, DistFront, 59.20, DistDow, 59.98, DistUp, 3.78
, DistFront, 59.10, DistDow, 59.88, DistUp, 162.87
, DistFront, 58.69, DistDow, 59.90, DistUp, 3495.14
, DistFront, 48.91, DistDow, 60.56, DistUp, 3537.04
, DistFront, 48.40, DistDow, 59.97, DistUp, 160.73
, DistFront, 59.20, DistDow, 60.39, DistUp, 3.78
, DistFront, 58.89, DistDow, 60.39, DistUp, 3.67
, DistFront, 59.03, DistDow, 60.20, DistUp, 3.78
, DistFront, 59.05, DistDow, 60.63, DistUp, 3.78
, DistFront, 59.76, DistDow, 60.99, DistUp, 3.78
, DistFront, 59.34, DistDow, 61.04, DistUp, 3.78
, DistFront, 59.23, DistDow, 60.92, DistUp, 3499.74
, DistFront, 47.60, DistDow, 60.46, DistUp, 3507.06
, DistFront, 48.49, DistDow, 60.56, DistUp, 3521.45
, DistFrontMean, 59.74, DistDowMean, 60.53, DistUpMean, 3.78
, DistFront, 59.30, DistDow, 60.49, DistUp, 3541.09
, DistFront, 49.23, DistDow, 60.77, DistUp, 155.07
, DistFront, 59.46, DistDow, 61.05, DistUp, 3481.70
, DistFront, 49.27, DistDow, 60.77, DistUp, 157.93
, DistFront, 59.61, DistDow, 61.21, DistUp, 3.78
, DistFront, 59.95, DistDow, 60.63, DistUp, 3.67
, DistFront, 59.61, DistDow, 60.78, DistUp, 3.78
, DistFront, 59.66, DistDow, 60.85, DistUp, 3.78
, DistFront, 59.71, DistDow, 61.75, DistUp, 3.78
, DistFront, 59.81, DistDow, 61.84, DistUp, 3.78
, DistFront, 59.76, DistDow, 61.80, DistUp, 3.67
, DistFront, 59.90, DistDow, 61.55, DistUp, 3.67
, DistFront, 60.46, DistDow, 61.28, DistUp, 3.78
, DistFront, 60.20, DistDow, 61.46, DistUp, 3.78
, DistFront, 60.10, DistDow, 61.34, DistUp, 3.78
, DistFront, 60.46, DistDow, 61.24, DistUp, 3.78
, DistFront, 59.90, DistDow, 60.68, DistUp, 3.78
, DistFront, 59.85, DistDow, 61.04, DistUp, 3.78
, DistFront, 59.52, DistDow, 60.31, DistUp, 3.78
, DistFront, 59.90, DistDow, 60.66, DistUp, 3495.78
, DistFrontMean, 59.85, DistDowMean, 60.56, DistUpMean, 3.78
, DistFront, 59.35, DistDow, 60.14, DistUp, 3507.62
, DistFront, 48.52, DistDow, 60.31, DistUp, 3526.62
, DistFront, 48.78, DistDow, 60.20, DistUp, 158.54
, DistFront, 59.13, DistDow, 60.75, DistUp, 296.60
, DistFront, 59.17, DistDow, 59.78, DistUp, 160.56
, DistFront, 59.20, DistDow, 60.77, DistUp, 3.78
, DistFront, 59.13, DistDow, 60.77, DistUp, 161.56
, DistFront, 59.27, DistDow, 60.53, DistUp, 160.75
, DistFront, 59.34, DistDow, 60.97, DistUp, 160.77
, DistFront, 59.34, DistDow, 61.41, DistUp, 162.48
, DistFront, 59.52, DistDow, 60.31, DistUp, 3.78
, DistFront, 59.54, DistDow, 60.37, DistUp, 161.62
, DistFront, 59.98, DistDow, 60.37, DistUp, 163.27
, DistFront, 59.47, DistDow, 60.73, DistUp, 160.61
, DistFront, 59.90, DistDow, 60.73, DistUp, 161.45
, DistFront, 59.54, DistDow, 60.32, DistUp, 161.39
, DistFront, 59.52, DistDow, 60.77, DistUp, 160.66
, DistFront, 60.07, DistDow, 60.48, DistUp, 161.50
, DistFront, 59.69, DistDow, 61.33, DistUp, 163.13
, DistFront, 59.69, DistDow, 60.48, DistUp, 297.33
, DistFrontMean, 59.71, DistDowMean, 60.46, DistUpMean, 162.33
, DistFront, 59.71, DistDow, 60.90, DistUp, 160.20
, DistFront, 60.14, DistDow, 60.49, DistUp, 162.33
, DistFront, 59.71, DistDow, 60.92, DistUp, 161.09
, DistFront, 59.61, DistDow, 60.37, DistUp, 3.67
, DistFront, 59.63, DistDow, 60.34, DistUp, 161.14
, DistFront, 59.69, DistDow, 60.46, DistUp, 164.42
, DistFront, 59.59, DistDow, 60.75, DistUp, 163.61
, DistFront, 59.98, DistDow, 60.78, DistUp, 3.69
, DistFront, 59.52, DistDow, 61.14, DistUp, 3.69
, DistFront, 59.49, DistDow, 61.05, DistUp, 3.78
, DistFront, 59.56, DistDow, 60.34, DistUp, 3.78
, DistFront, 59.42, DistDow, 60.20, DistUp, 162.70
, DistFront, 59.81, DistDow, 60.14, DistUp, 3.78
, DistFront, 59.78, DistDow, 60.56, DistUp, 161.73
, DistFront, 59.32, DistDow, 60.07, DistUp, 3.78
, DistFront, 59.18, DistDow, 59.95, DistUp, 161.63
, DistFront, 59.18, DistDow, 60.34, DistUp, 3533.42
, DistFront, 48.91, DistDow, 60.46, DistUp, 159.27
, DistFront, 59.39, DistDow, 60.17, DistUp, 160.99
, DistFront, 59.42, DistDow, 60.20, DistUp, 160.14
, DistFrontMean, 59.47, DistDowMean, 60.20, DistUpMean, 3494.32
, DistFront, 59.90, DistDow, 60.26, DistUp, 3.69
, DistFront, 59.59, DistDow, 60.77, DistUp, 160.31
, DistFront, 60.03, DistDow, 60.82, DistUp, 160.70
, DistFront, 59.54, DistDow, 61.17, DistUp, 163.11
, DistFront, 59.59, DistDow, 60.34, DistUp, 3485.61
, DistFront, 48.91, DistDow, 61.38, DistUp, 3544.52
, DistFront, 48.52, DistDow, 60.85, DistUp, 3541.89
, DistFront, 49.06, DistDow, 61.38, DistUp, 3519.69
, DistFront, 48.95, DistDow, 60.97, DistUp, 159.47
, DistFront, 59.78, DistDow, 60.56, DistUp, 162.38
, DistFront, 59.76, DistDow, 61.39, DistUp, 165.31
, DistFront, 59.74, DistDow, 60.49, DistUp, 162.31
, DistFront, 59.34, DistDow, 60.90, DistUp, 3497.67
, DistFront, 48.83, DistDow, 60.77, DistUp, 157.18
, DistFront, 59.54, DistDow, 61.14, DistUp, 162.70
, DistFront, 59.54, DistDow, 60.77, DistUp, 160.19
, DistFront, 59.66, DistDow, 60.82, DistUp, 163.13
, DistFront, 59.59, DistDow, 60.83, DistUp, 160.99
, DistFront, 59.59, DistDow, 60.77, DistUp, 3488.11
, DistFront, 48.11, DistDow, 60.54, DistUp, 3495.07
, DistFrontMean, 60.14, DistDowMean, 60.78, DistUpMean, 3.78
, DistFront, 59.71, DistDow, 60.78, DistUp, 3496.48
, DistFront, 48.91, DistDow, 61.48, DistUp, 157.69
, DistFront, 59.90, DistDow, 61.55, DistUp, 3.78
, DistFront, 59.66, DistDow, 60.83, DistUp, 3.69
, DistFront, 59.34, DistDow, 60.53, DistUp, 3.78
, DistFront, 59.12, DistDow, 60.27, DistUp, 3.78
, DistFront, 58.96, DistDow, 60.14, DistUp, 3.78
, DistFront, 58.83, DistDow, 59.98, DistUp, 3.78
, DistFront, 58.69, DistDow, 60.70, DistUp, 3525.27
, DistFront, 47.48, DistDow, 60.37, DistUp, 159.85
, DistFront, 58.69, DistDow, 60.70, DistUp, 3544.25
, DistFront, 48.47, DistDow, 60.12, DistUp, 3498.78
, DistFront, 48.18, DistDow, 60.20, DistUp, 157.91
, DistFront, 58.98, DistDow, 60.17, DistUp, 3528.64
, DistFront, 48.52, DistDow, 60.41, DistUp, 159.56
, DistFront, 59.30, DistDow, 60.49, DistUp, 163.88
, DistFront, 59.39, DistDow, 60.97, DistUp, 159.66
, DistFront, 59.05, DistDow, 60.10, DistUp, 162.55
, DistFront, 59.39, DistDow, 60.54, DistUp, 159.61
, DistFront, 59.61, DistDow, 61.19, DistUp, 3.78
, DistFrontMean, 60.05, DistDowMean, 60.39, DistUpMean, 160.24
, DistFront, 59.68, DistDow, 61.24, DistUp, 3535.05
, DistFront, 49.13, DistDow, 61.41, DistUp, 160.07
, DistFront, 60.27, DistDow, 61.46, DistUp, 160.12
, DistFront, 60.49, DistDow, 61.99, DistUp, 3.78
, DistFront, 60.54, DistDow, 61.62, DistUp, 163.11
, DistFront, 60.19, DistDow, 61.80, DistUp, 3.78
, DistFront, 60.20, DistDow, 61.82, DistUp, 3522.31
, DistFront, 49.98, DistDow, 61.46, DistUp, 3469.85
, DistFront, 49.27, DistDow, 61.17, DistUp, 3503.13
, DistFront, 49.39, DistDow, 61.41, DistUp, 154.88
, DistFront, 60.02, DistDow, 61.19, DistUp, 3.78
, DistFront, 59.42, DistDow, 60.20, DistUp, 296.97
, DistFront, 59.39, DistDow, 60.54, DistUp, 3512.96
, DistFront, 49.06, DistDow, 61.02, DistUp, 3518.55
, DistFront, 49.40, DistDow, 60.95, DistUp, 3544.00
, DistFront, 47.70, DistDow, 61.09, DistUp, 157.84
, DistFront, 59.40, DistDow, 60.53, DistUp, 3.67
, DistFront, 59.30, DistDow, 60.07, DistUp, 3.78
, DistFront, 59.42, DistDow, 60.61, DistUp, 3516.77
, DistFront, 49.52, DistDow, 60.54, DistUp, 158.13
, DistFrontMean, 59.47, DistDowMean, 60.24, DistUpMean, 3534.61
, DistFront, 59.91, DistDow, 60.68, DistUp, 3.78
, DistFront, 59.49, DistDow, 60.70, DistUp, 3.67
, DistFront, 59.61, DistDow, 60.78, DistUp, 3.78
, DistFront, 59.56, DistDow, 60.73, DistUp, 3.78
, DistFront, 59.46, DistDow, 61.09, DistUp, 3.78
, DistFront, 59.47, DistDow, 61.11, DistUp, 3552.40
, DistFront, 48.88, DistDow, 60.60, DistUp, 155.53
, DistFront, 59.42, DistDow, 60.66, DistUp, 160.82
, DistFront, 59.85, DistDow, 61.04, DistUp, 3.78
, DistFront, 59.91, DistDow, 60.75, DistUp, 3.78
, DistFront, 59.49, DistDow, 61.17, DistUp, 3.67
, DistFront, 59.52, DistDow, 61.21, DistUp, 3559.17
, DistFront, 47.87, DistDow, 61.31, DistUp, 3541.09
, DistFront, 48.71, DistDow, 60.85, DistUp, 3506.75
, DistFront, 48.27, DistDow, 60.90, DistUp, 159.97
, DistFront, 59.49, DistDow, 60.73, DistUp, 3.67
, DistFront, 59.76, DistDow, 60.56, DistUp, 3.78
, DistFront, 59.20, DistDow, 60.88, DistUp, 3.67
, DistFront, 59.30, DistDow, 60.97, DistUp, 296.77
, DistFront, 59.20, DistDow, 60.43, DistUp, 3.78
, DistFrontMean, 59.12, DistDowMean, 60.32, DistUpMean, 297.41
, DistFront, 59.63, DistDow, 60.77, DistUp, 295.88
, DistFront, 59.18, DistDow, 60.05, DistUp, 296.73
, DistFront, 59.12, DistDow, 60.34, DistUp, 296.33
, DistFront, 59.61, DistDow, 60.43, DistUp, 3.78
, DistFront, 59.06, DistDow, 60.31, DistUp, 3509.68
, DistFront, 49.20, DistDow, 60.56, DistUp, 155.02
, DistFront, 59.34, DistDow, 61.04, DistUp, 3.78
, DistFront, 59.49, DistDow, 60.75, DistUp, 296.56
, DistFront, 60.02, DistDow, 61.24, DistUp, 3.78
, DistFront, 60.02, DistDow, 61.24, DistUp, 3.78
, DistFront, 59.61, DistDow, 60.78, DistUp, 3.78
, DistFront, 59.66, DistDow, 60.83, DistUp, 3.78
, DistFront, 60.02, DistDow, 60.77, DistUp, 3.78
, DistFront, 60.05, DistDow, 60.83, DistUp, 3.67
, DistFront, 59.59, DistDow, 60.82, DistUp, 3.67
, DistFront, 59.71, DistDow, 60.92, DistUp, 3.78
, DistFront, 59.61, DistDow, 60.78, DistUp, 3.67
, DistFront, 59.56, DistDow, 60.78, DistUp, 3.78
, DistFront, 59.81, DistDow, 60.24, DistUp, 3.78
, DistFront, 59.13, DistDow, 60.37, DistUp, 3.78
, DistFrontMean, 59.66, DistDowMean, 60.46, DistUpMean, 296.77
, DistFront, 59.20, DistDow, 60.43, DistUp, 298.45
, DistFront, 59.46, DistDow, 60.26, DistUp, 3.67
, DistFront, 59.56, DistDow, 60.77, DistUp, 3.78
, DistFront, 59.49, DistDow, 59.91, DistUp, 3.78
, DistFront, 59.30, DistDow, 60.99, DistUp, 3.78
, DistFront, 59.34, DistDow, 60.63, DistUp, 3.78
, DistFront, 59.66, DistDow, 60.90, DistUp, 3.78
, DistFront, 59.74, DistDow, 60.99, DistUp, 3.67
, DistFront, 59.76, DistDow, 61.02, DistUp, 297.81
, DistFront, 59.98, DistDow, 61.24, DistUp, 3.78
, DistFront, 60.19, DistDow, 61.84, DistUp, 3.78
, DistFront, 60.10, DistDow, 61.75, DistUp, 3.67
, DistFront, 60.48, DistDow, 61.28, DistUp, 3.67
, DistFront, 60.26, DistDow, 61.45, DistUp, 3.78
, DistFront, 60.17, DistDow, 61.77, DistUp, 3.78
, DistFront, 60.14, DistDow, 62.19, DistUp, 3.67
, DistFront, 60.05, DistDow, 61.28, DistUp, 3.78
, DistFront, 60.14, DistDow, 62.13, DistUp, 3.78
, DistFront, 60.63, DistDow, 61.45, DistUp, 3.78
, DistFront, 60.17, DistDow, 61.80, DistUp, 3.67
, DistFrontMean, 60.17, DistDowMean, 61.39, DistUpMean, 3523.13
, DistFront, 60.39, DistDow, 61.17, DistUp, 3.78
, DistFront, 60.41, DistDow, 61.60, DistUp, 3.78
, DistFront, 60.61, DistDow, 61.89, DistUp, 3.78
, DistFront, 60.70, DistDow, 61.96, DistUp, 3.78
, DistFront, 60.60, DistDow, 61.84, DistUp, 3.78
, DistFront, 60.41, DistDow, 61.67, DistUp, 3.78
, DistFront, 59.98, DistDow, 61.68, DistUp, 3.78
, DistFront, 59.78, DistDow, 61.92, DistUp, 3.69
, DistFront, 59.69, DistDow, 61.38, DistUp, 3.78
, DistFront, 59.76, DistDow, 60.60, DistUp, 3.78
, DistFront, 59.69, DistDow, 61.28, DistUp, 3.78
, DistFront, 59.69, DistDow, 60.99, DistUp, 3.78
, DistFront, 60.14, DistDow, 61.84, DistUp, 3.78
, DistFront, 59.85, DistDow, 61.53, DistUp, 3.78
, DistFront, 59.85, DistDow, 61.53, DistUp, 3.67
, DistFront, 60.05, DistDow, 60.78, DistUp, 3.78
, DistFront, 60.10, DistDow, 60.90, DistUp, 3.78
, DistFront, 60.37, DistDow, 60.73, DistUp, 3.78
, DistFront, 59.81, DistDow, 61.04, DistUp, 3.67
, DistFront, 59.69, DistDow, 60.92, DistUp, 3.78
, DistFrontMean, 59.66, DistDowMean, 60.49, DistUpMean, 3499.18
, DistFront, 59.91, DistDow, 61.17, DistUp, 3.78
, DistFront, 59.46, DistDow, 60.31, DistUp, 3.78
, DistFront, 59.83, DistDow, 60.70, DistUp, 3.67
, DistFront, 59.54, DistDow, 61.24, DistUp, 3.78
, DistFront, 59.69, DistDow, 60.97, DistUp, 161.90
, DistFront, 59.71, DistDow, 60.97, DistUp, 297.74
, DistFront, 60.19, DistDow, 61.90, DistUp, 3.78
, DistFront, 60.19, DistDow, 60.63, DistUp, 3.78
, DistFront, 59.95, DistDow, 61.63, DistUp, 3.78
, DistFront, 59.98, DistDow, 60.83, DistUp, 3.78
, DistFront, 60.34, DistDow, 61.19, DistUp, 3.78
, DistFront, 59.90, DistDow, 61.14, DistUp, 3.67
, DistFront, 59.98, DistDow, 60.78, DistUp, 3.78
, DistFront, 60.34, DistDow, 61.14, DistUp, 3.78
, DistFront, 59.69, DistDow, 60.53, DistUp, 3.69
, DistFront, 59.76, DistDow, 60.90, DistUp, 3524.13
, DistFront, 49.18, DistDow, 61.70, DistUp, 163.35
, DistFront, 59.42, DistDow, 60.68, DistUp, 3.67
, DistFront, 59.46, DistDow, 60.68, DistUp, 3.67
, DistFront, 59.59, DistDow, 60.78, DistUp, 3.67
, DistFrontMean, 59.61, DistDowMean, 60.39, DistUpMean, 3511.17
, DistFront, 60.12, DistDow, 61.33, DistUp, 3.78
, DistFront, 59.90, DistDow, 61.50, DistUp, 3.78
, DistFront, 60.03, DistDow, 62.09, DistUp, 3.78
